cust_id,sex,emoji_modifier,date,duration,flags,device_name,line,battery_life,water_resitance,heart_rate_sensor,pulse_oximiter,gps,sleep_tracking,smart_notifications
0026d83d-e730-490e-8497-a1a8b0d6c7fa,Female,U+1F3FB,2022-01-21,407,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
0026d83d-e730-490e-8497-a1a8b0d6c7fa,Female,U+1F3FB,2022-01-12,442,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
0026d83d-e730-490e-8497-a1a8b0d6c7fa,Female,U+1F3FB,2022-02-01,427,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
0026d83d-e730-490e-8497-a1a8b0d6c7fa,Female,U+1F3FB,2022-01-25,412,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
0026d83d-e730-490e-8497-a1a8b0d6c7fa,Female,U+1F3FB,2022-01-07,418,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-01,399,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-07,391,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-23,374,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-16,436,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-28,405,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-06,424,4,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-17,435,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-31,400,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-19,448,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-12,425,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-05,387,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-21,405,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-03,425,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-26,411,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-20,461,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-29,406,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-02,422,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-22,410,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-14,471,2,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-30,379,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-18,407,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-04,439,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-11,395,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
006f8a73-e930-43bd-8e14-58260b0a409e,Female,U+1F3FB,2022-01-15,409,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-14,373,6,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-29,373,11,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-07,388,19,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-30,371,14,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-17,388,12,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-22,329,9,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-02-01,354,8,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-04,367,6,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-09,342,18,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-21,368,11,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-03,349,8,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-01,373,12,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-26,351,16,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-20,369,17,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-08,373,10,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-27,356,12,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-10,396,22,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-15,395,11,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-13,361,8,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-31,383,13,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-23,387,19,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
007fef1d-547b-414e-a9d9-ba9b769999f2,Male,U+1F3FF,2022-01-05,394,13,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-20,291,13,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-29,295,6,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-06,262,10,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-11,296,12,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-02,352,14,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-16,344,11,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-10,308,13,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-13,316,17,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-03,300,15,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-30,312,10,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-26,344,10,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-31,353,13,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-05,325,16,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-15,311,18,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-12,312,7,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-17,298,11,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-25,244,6,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-08,305,10,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-01,287,11,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-28,310,12,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-27,303,15,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-23,302,12,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
009ab4e0-2ba7-4b76-b70e-467d9d4c3fbc,Female,U+1F3FF,2022-01-21,326,12,Run 875 X,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,Yes,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-19,279,7,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-06,307,6,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-04,280,9,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-07,283,10,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-20,344,17,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-02-01,315,10,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-10,300,8,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-01,278,12,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-24,338,8,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-27,312,12,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-05,308,8,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-28,285,6,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-08,280,16,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-22,305,7,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-21,304,7,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-14,321,10,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-17,287,12,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-25,298,11,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-13,292,12,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-12,254,7,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-18,272,11,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-30,293,10,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-03,327,12,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-11,283,8,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-16,305,9,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
0110bdd5-1093-420c-bcd4-01b34cffaa87,Female,U+1F3FF,2022-01-15,336,9,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-27,410,4,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-26,430,1,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-06,451,0,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-24,445,0,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-02,441,0,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-22,440,6,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-20,436,3,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-04,438,3,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-02-01,436,3,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-17,451,3,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-11,426,3,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-12,435,1,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-09,457,3,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-03,412,0,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-15,442,3,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-13,442,0,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
011f05be-0995-45f7-bc09-bb6eafee6486,Female,U+1F3FB,2022-01-01,433,1,Active Alpha,Active,Up to 7 days,Resistant,Yes,No,No,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-01,435,4,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-02,418,11,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-07,419,6,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-14,405,4,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-15,440,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-03,376,4,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-12,345,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-24,401,5,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-17,391,5,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
014e8180-94c3-40ca-9c5e-5c6b6dd6e3d7,Female,U+1F3FD,2022-01-22,379,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
